,id,nimi,kategooria,hind,vana_hind,soodus
9264,1354130,"Alk.vaba vahuvein roosa Törley 0,75l",SH-3-3,5.19,,"
"
9280,167885,Šokolaadikommid vaarikamarmelaadi Kalev 224g,SH-9-6-7,5.19,,"
"
9262,7251405,Pesuvahend Johnson's Baby bedtime 500ml,SH-5-1-1,5.19,,"
"
9259,1005756,Müsli Punane Kuld Täkumetsa 300g,SH-13-3-16,5.19,,"
"
9260,1005755,Müsli Rubiin Täkumetsa 300g,SH-13-3-16,5.19,,"
"
9261,7251406,Vannivaht/dušigeel Johnson's Baby 2in1 500ml,SH-5-1-1,5.19,,"
"
9244,812771,"Kassieine Nutribalance steri. kassidele 0,8kg",SH-7-1-3,5.19,,"
"
9245,936277,Juust Gouda lambaläätsedega Nopri 250g,SH-11-3-19,5.19,,"
"
9246,175751,Hommikusöögihelbee Cini Minis Nestle 645g,SH-13-3-15,5.19,,"
"
9249,973142,Harilik süvameregarneel keed.koorit.180g,SH-4-2-12,5.19,,"
"
9252,982441,Hiidk. soolvees Kaluri 100g/200g ASC,SH-8-3-4,5.19,,"
"
9243,707400,Esimene lusikas&kahvel NUK,SH-5-3,5.19,,"
"
9254,1352278,"Vahuvein alkoholivaba Törley 0,75l",SH-3-3,5.19,,"
"
9255,803078,Pärnaõiemesi Rimi 500g,SH-13-10-53,5.19,,"
"
9256,186856,Oliivid kividega kuivatatud Gusto 350g,SH-13-10-56,5.19,,"
"
9257,141711,Vaarikamoos I Love Eco 400g,SH-13-10-54,5.19,,"
"
9253,295214,Krevetid koorimata 70/90 Viking 450g,SH-4-2-12,5.19,,"
"
9302,7171701,Koeramaius PrimaDog pardifilee 100 g,SH-7-2-5,5.25,,"
"
9299,949304,Seeneletšo 500g,SH-19-5,5.25,,"
"
9300,971582,Ebaküdoonia sukaad Hiie Mari 150g,SH-19-6-1,5.25,,"
"
9297,947092,Mahe külmutatud mustsõstrad Ostrova 750g,SH-19-3,5.25,,"
"
9298,156105,Mesi Sangaste 500g,SH-19-5,5.25,,"
"
9373,7189830,Vein Baron Rosen Vino Blanco M.-Sweet 1l,SH-1-11-6,5.29,,"
"
9352,970652,"Külmutatud merluus, ilma peata 800g",SH-4-2-10,5.29,,"
"
9358,1000944,Piimašokolaad mandlitega Eesti 300g,SH-9-9-20,5.29,,"
"
9361,261026,Juust Tart. Aperif. Sav. De Prov. 100g,SH-11-3-15,5.29,,"
"
9363,164500,Hommikueine Nestle Cookie Crisp 625g,SH-13-3-15,5.29,,"
"
9366,961888,Poolsuitsuvorst servelaat Rakvere 500g,SH-8-13,5.29,,"
"
9368,812376,Metspähklikreem Rimi DUO 600g,SH-13-10-62,5.29,,"
"
9378,983245,Jäätis kaktus shake mini 330ml/246g,SH-4-1-6,5.29,,"
"
9350,810802,Pitsa Royale Rimi 570G,SH-4-5-19,5.29,,"
"
9397,1357466,Maas.-banaani-guaave smuuti Froosh 750ml,SH-12-8-35,5.29,,"
"
9380,7018847,"Brandy Imperial XII V.S.O.P 36% 0,2l",SH-1-1,5.29,,"
"
9381,7260172,Mänguasi Monster Jam ,SH-5-5-16,5.29,,"
"
9382,1369688,"Täismahl Semu aroonia 0,5l",SH-12-8-36,5.29,,"
"
9384,959204,Jäätis šokolaadi Mochi 210g,SH-4-1-6,5.29,,"
"
9387,1002932,Mesi kreemjas Sireli 450g,SH-13-10-53,5.29,,"
"
9388,810690,Kauaküpsetatud rebitud sealiha Rimi 300g,SH-8-1-30,5.29,,"
"
9389,152547,Saiapulber gluteenivaba Schär 1kg,SH-13-4-18,5.29,,"
"
9379,970115,Gouda Sinepiseemne Nopri 250g,SH-19-1,5.29,,"
"
9348,810009,"Lasanje Bolognese kastmega Rimi, 1kg",SH-16-4,5.29,,"
"
9317,805586,Pekanipähkel Rimi 150g,SH-9-4-10,5.29,,"
"
9339,902375,Suir Sangaste 100g,SH-19-5,5.29,,"
"
9340,810918,"Vahuvein Wines of the World Brut 0,75l",SH-1-10-25,5.29,,"
"
9304,944563,Juust Andre Grand 3 kuud kg,SH-11-3-19,5.29,,"
"
9306,178116,Mesi Muhe 450g,SH-13-10-53,5.29,,"
"
9311,102780,Piimašokolaad Kalev Anneke 300g,SH-9-9-20,5.29,,"
"
9312,257142,Juust soolvees kuubikud Arla Apetina 200g,SH-11-3-10,5.29,,"
"
9314,802166,"Whisky Bartender's Club 40% 0,2l",SH-1-14,5.29,,"
"
9315,942836,Või selitatud Ghee Amrita 200ml,SH-11-9-41,5.29,,"
"
9318,811910,Kookosõli Rimi Planet rafineeritud 500ml,SH-13-19-106,5.29,,"
"
9313,269864,Juust Emmental Findenost Synnove 350g,SH-11-3-19,5.29,,"
"
9320,104581,Piimašokolaad vahvliga Kalev Mesikäpp 300g,SH-9-9-20,5.29,,"
"
9319,1354995,"Konts.mahlajook mustsõstra Küllus 0,33l",SH-3-8-4,5.29,,"
"
9337,7259027,Märg kassitoit linnuliha kastm. Nood 8tk,SH-7-1-1,5.29,,"
"
9331,7250079,"Gas.puuviljavein Sovetskoje Zolotoje 0,75l",SH-1-10-25,5.29,,"
"
9330,810803,Pitsa Quattro Formaggi Rimi 570G,SH-4-5-19,5.29,,"
"
9338,7259036,Märg kassitoit kala kastmes Nood 8tk,SH-7-1-1,5.29,,"
"
9327,810471,Mesi I Love Eco 350g,SH-13-10-53,5.29,,"
"
9321,812984,"Ar.veinijook Bellissimo Sobor 0,75l",SH-1-11-3,5.29,,"
"
9328,959196,Jäätis mango Mochi 210g,SH-4-1-6,5.29,,"
"
9398,285318,Juust Mexicana Ilchester kg,SH-11-3-19,5.3,,"
"
9401,175033,"Tomatiketšup Felix 1,25kg",SH-13-6-32,5.35,,"
"
9439,790767,Pall cars,SH-5-5-13,5.39,,"
"
9450,7111512,"Kassitoit Friskies sterilis.kass. lõhe 1,5kg",SH-7-1-3,5.39,,"
"
9449,934052,Pitsa salaami ja chorizo Feliciana 320g,SH-4-5-19,5.39,,"
"
9445,1003465,Kookosõli rafineeritud Naturalisimo 500ml,SH-13-19-106,5.39,,"
"
9442,960303,"Õuna-pirnimahl Karmelia 1,5l",SH-19-7,5.39,,"
"
9440,969311,Must leib kiluga 265g,SH-16-11,5.39,,"
"
9431,960302,"Õunamahl Karmelia 1,5l",SH-19-7,5.39,,"
"
9429,810927,"Vahuvein Wines of the World Medium Dry 0,75l",SH-1-10-25,5.39,,"
"
9422,249144,Juustupulgad Pik-Nik 40% 280g,SH-11-3-13,5.39,,"
"
9421,951145,Juust Eesti light E-Piim 16% 500g,SH-11-3-17,5.39,,"
"
9420,287882,"Juust Eesti Estover 25,2% 400g",SH-11-3-19,5.39,,"
"
9419,184717,Kakao Nesquik Opti-Start Extra Choco 600g,SH-13-5,5.39,,"
"
9418,137483,Päevalilleõli Natura 1l,SH-13-19-110,5.39,,"
"
9404,291450,Broileri kintsuliha jahutatud Tallegg kg,SH-8-9-25,5.39,,"
"
9402,963864,BBQ kirsiribi,SH-8-14-20,5.39,,"
"
9428,963865,Armeeniapärane grill-liha,SH-8-14-20,5.39,,"
"
9459,139335,Ketšup orgaaniline Heinz 580g/500ml,SH-13-6-32,5.45,,"
"
9458,193096,Tomatiketšup ilma lisatud suhkruta Felix 970g,SH-13-6-32,5.45,,"
"
9461,134098,Liha üldmaitseaine Santa Maria 290g,SH-13-12-73,5.45,,"
"
9517,972259,Juust Hiirte viilutatud 350g,SH-11-3-17,5.49,,"
"
9512,966186,Jõhvikas meega Ecomari 70g,SH-19-6-1,5.49,,"
"
9511,930530,Öko klassikaline kakaojoogi pulber Nonna 250g,SH-19-7,5.49,,"
"
9507,7253274,Pehmik TY Mandarin oranž koer puffies,SH-5-5-14,5.49,,"
"
9564,967387,Kokteil mereandidest Nowaco 320g,SH-4-2-12,5.49,,"
"
9508,7253273,Pehmik TY Gizmo värviline kass puffies,SH-5-5-14,5.49,,"
"
9518,747548,Klaasipesuvedelik 4L -15C,SH-15-2-10,5.49,,"
"
9509,7253268,Pehmik TY Cleo värviline koer puffies,SH-5-5-14,5.49,,"
"
9535,944369,Minutipihv Eesti rohumaaveis 200g,SH-8-21,5.49,,"
"
9553,153447,Jahusegu gluteenivaba Schär 1kg,SH-13-4-18,5.49,,"
"
9538,803516,Süvameregarneel koorimata Rimi MSC 450g,SH-4-2-12,5.49,,"
"
9539,812377,Metspähklikreem Rimi 600g,SH-13-10-62,5.49,,"
"
9550,1351431,"Täismahl Semu astelpaju 0,5l",SH-12-8-36,5.49,,"
"
9552,106584,Mesi Meveda 500g,SH-13-10-53,5.49,,"
"
9554,1000521,Pähkilte ja oliivide segu Seeberger 125g,SH-9-4-13,5.49,,"
"
9556,972545,Nuudlikauss pardifileega Chef Lunden 280g,SH-16-6,5.49,,"
"
9562,7234114,"Kpn.vein Zantho Grüner Veltliner 0,25l",SH-1-11-6,5.49,,"
"
9563,7234132,"Kpn.vein Zantho Zweigelt 0,25l",SH-1-11-3,5.49,,"
"
9536,925084,Vinnutatud vorst e-vaba 250g,SH-8-15,5.49,,"
"
9506,417006,Silikoonmääre Turtle Wax 38ml,SH-15-2-8,5.49,,"
"
9500,290934,Mägi viigimari  400g,SH-12-5-28,5.49,,"
"
9503,105222,"Aromat.puuv.vein Monte Cristo Red 0,75l",SH-1-11-3,5.49,,"
"
9462,197260,Roheline tee Milk Oolong Basilur 100g,SH-13-17-97,5.49,,"
"
9471,976965,Jäätis kakao-mee Toblerone 300ml/216g,SH-4-1-6,5.49,,"
"
9474,994094,Vanamehe Šuitšune Gouda Nopri 250g,SH-19-1,5.49,,"
"
9475,1010612,Hommikusöögi leib Semper gluteenivaba 300g,SH-13-1-3,5.49,,"
"
9476,1010610,Hamburgerikuklid Semper gluteenivaba 4tk 300g,SH-13-1-3,5.49,,"
"
9477,7068632,Silikoonspray 300ml,SH-15-2-10,5.49,,"
"
9480,1369989,"Energiajook Red Bull suhkruvaba 4x0,25l",SH-3-4,5.49,,"
"
9481,1010166,Piparkoogisüdamed Kalev 375g,SH-9-3-1,5.49,,"
"
9478,995614,Juust Saaremaa viilutatud MO Saaremaa 450g,SH-11-3-17,5.49,,"
"
9489,1005989,Pähkli&kakaokreem steviaga magusain.Good 350g,SH-13-1-1,5.49,,"
"
9491,196773,Pannkoogimoos Rõngu Mahl 900g,SH-13-10-54,5.49,,"
"
9492,197841,Õunaäädikas Detox öko 500ml,SH-13-19-109,5.49,,"
"
9493,809428,Süvameregarneelid Rimi soolvees 330g,SH-8-3-4,5.49,,"
"
9494,807593,Juust Pecorino ICA 200g,SH-11-3-14,5.49,,"
"
9498,730243,Kehaõli NEUTRAL BABY Sensit.Skin 150ml,SH-5-1-1,5.49,,"
"
9501,110775,"Aromat.puuv.vein Monte Cristo Rose 0,75l",SH-1-11-5,5.49,,"
"
9502,105221,"Aromat.puuv.vein Monte Cristo White 0,75l",SH-1-11-6,5.49,,"
"
9487,7249203,"Kpn.kv.vahuvein Mas Pere Brut Res. Cava 0,2l",SH-1-10-20,5.49,,"
"
9505,804962,Mesi erinevate lillede Rimi Basic 1kg,SH-13-10-53,5.49,,"
"
9568,814317,Kalkuni rinnafilee marinaadis Rimi kg,SH-8-9-20,5.5,,"
"
9569,993301,Juust Morbier PDO kg,SH-11-3-19,5.52,,"
"
9574,7237526,Kuivt. PerfectFit veise täisk. kass 750g,SH-7-1-3,5.53,,"
"
9576,7171050,Kassisööt Perfect Fit kanaga 750g,SH-7-1-3,5.53,,"
"
9575,7171051,Kassisööt kuiv Perfect Fit steril. 750g,SH-7-1-3,5.53,,"
"
9573,7171034,Kassisööt kuiv kana Perfect Fit 750ml,SH-7-1-3,5.53,,"
"
9571,7171052,Kassisööt Perfect Fit 750g,SH-7-1-3,5.53,,"
"
9570,7265705,Täisv.kuiv.kas.roh.kalk PERFECT FIT 750g,SH-7-1-3,5.53,,"
"
9572,7237528,Kuivt. PerfectFit veise täisk. kass 750g,SH-7-1-3,5.53,,"
"
9584,967587,Mar.šampinjonid sibula ja küüslaugu 500g,SH-19-5,5.55,,"
"
9583,939433,Lambapiimajuust El Pastro 54% kg,SH-11-3-14,5.55,,"
"
9581,127244,Lihamaitseaine ürdi-küüslauk Santa Maria 230g,SH-13-12-73,5.55,,"
"
9582,803241,Oliiviõli Extra Light Rimi 500ml,SH-13-19-108,5.55,,"
"
9579,206669,Kalafileepalad paneeritud Esva 400g,SH-4-2-11,5.55,,"
"
9578,967600,Marineeritud šampinjonid paprikaga 500g,SH-19-5,5.55,,"
"
9577,944470,Kitsejuust Andri-Peedo 150g,SH-19-1,5.55,,"
"
9580,104059,Kaste teriyaki Santa Maria 300ml,SH-13-11-72,5.55,,"
"
9624,921333,Suitsujuustu broilerifilee minutipihv 350g,SH-8-9-20,5.59,,"
"
9609,955110,"Mahe mustas-vaarika siirup Dagö Berry 0,33l",SH-19-7,5.59,,"
"
9608,936616,Hapendatud lehter-kukeseened 300g,SH-19-5,5.59,,"
"
9610,133667,Röstitud küüslauk ja pipar S.M. 80g,SH-13-12-73,5.59,,"
"
9612,133662,Pasta rossa Santa Maria 80g,SH-13-12-73,5.59,,"
"
9613,124138,Must pipar ja jäme sool Santa Maria 110g,SH-13-12-75,5.59,,"
"
9622,802331,Kohv jahvatatud Rimi kofeiinivaba 250g,SH-13-9-44,5.59,,"
"
9615,7238280,Silikoonmääre Turtle Wax 150ml,SH-15-2-8,5.59,,"
"
9617,937799,Jogurtijook maasika-mustika Actimel 12x100g,SH-11-2-4,5.59,,"
"
9618,261135,Grillvorst  Maitselt mahe 900g,SH-8-1-25,5.59,,"
"
9621,273639,Pelmeenid Hiina Uvic 700g,SH-4-7-25,5.59,,"
"
9623,7119124,"Kpn.kv.v.vein Cava Jaume Serra Br.Nat. 0,375l",SH-1-10-20,5.59,,"
"
9607,7238269,Jääsulataja Turtle Wax 500ml,SH-15-2-10,5.59,,"
"
9614,124073,Laimipipar Santa Maria 90g,SH-13-12-75,5.59,,"
"
9606,960151,"Mahe mustas-aroonia siirup Dagö Berry 0,33l",SH-19-7,5.59,,"
"
9596,1008888,Kohvipadjakesed Gold Senseo 36tk,SH-13-9-45,5.59,7.99,"loyalty
"
9604,7165869,Šampoon beebile Eco by Naty 200ml,SH-5-1-1,5.59,,"
"
9585,1008863,Kaste meega BBQ Sweet Baby Ray´s  510ml,SH-13-16-21,5.59,,"
"
9589,1005515,Kaste origin. BBQ Sweet Baby Ray`s 510ml,SH-13-16-21,5.59,,"
"
9590,271666,Sea välisfilee kamarata kg,SH-8-14-25,5.59,6.49,"regular
"
9591,7165907,Vannivaht Eco by Naty beebidele 200ml,SH-5-1-1,5.59,,"
"
9592,7165895,Pesugeel Eco by Naty beebidele 200ml,SH-5-1-1,5.59,,"
"
9593,7189820,Vein Baron Rosen Vino Tinto M.-Sweet 1l,SH-1-11-3,5.59,,"
"
9605,936618,Marineeritud metsaseened 420g,SH-19-5,5.59,,"
"
9595,198857,India pähkel Arimex 500g,SH-9-4-10,5.59,7.99,"loyalty
"
9598,194507,Kohvipadjad keskm. röst. Senseo Classic 36tk,SH-13-9-45,5.59,7.99,"loyalty
"
9599,198662,Kohvipadjad tumeda röstiga Senseo 36tk,SH-13-9-45,5.59,7.99,"loyalty
"
9601,437586,Küünetangid Trixie,SH-7-3-9,5.59,,"
"
9603,7247988,Vein Baron Rosen Vino Rose Medium-Sw. 1l,SH-1-11-5,5.59,,"
"
9594,902578,Broilerifilee minutipihv mee-tšilli 350g,SH-8-9-20,5.59,,"
"
9625,1010685,Šokolaadikommid Sorini Nutty granola kg,SH-9-3-1,5.6,,"
"
9626,1010683,Šokolaadikommid Sorini Crunchy Brownie kg,SH-9-3-1,5.6,,"
"
9627,170074,Šokolaadikommid Pergale Cherry kg,SH-9-3,5.6,,"
"
9628,7029793,Lemmikloomamähkmed Happy Pet 45x60 10 tk,SH-7-3-9,5.64,,"
"
9690,171904,Basmati riisi Taj Mahal 1kg,SH-13-15-90,5.69,,"
"
9689,505447,Armatuurlaua puh.vahend Biolane 600ml,SH-15-2-10,5.69,,"
"
9683,7019571,Liköör kohviliköör 18% 50cl,SH-1-5,5.69,,"
"
9681,7192473,M/a nukk cupcake printsess Sparkle Girlz,SH-5-5-12,5.69,,"
"
9677,718504,Pesugeel Hipp beebidele 400ml,SH-5-1-1,5.69,,"
"
9659,961172,Hanerasv 210g,SH-11-9-39,5.69,,"
"
9657,101723,"Bitter Kräuterbitter Underberg 44%vol 3x0,02l",SH-1-5,5.69,,"
"
9655,1005339,Tomati- ja ürdisegu Santa Maria 69g,SH-13-12-76,5.69,,"
"
9652,197012,Ananassipüree Bonne 100% 500g,SH-13-10-59,5.69,,"
"
9651,803077,Mesi erinevate lillede Rimi 500g,SH-13-10-53,5.69,,"
"
9645,7158450,Mähkmed Huggies Elite Soft S1 2-5kg 26tk,SH-5-7-26,5.69,,"
"
9629,1004863,Šok.assortii tumeda šok. Tallinn Pergale 348g,SH-9-6-7,5.69,,"
"
9643,7097504,"Liköör Vana Tallinn 0,2L",SH-1-5,5.69,,"
"
9642,809120,Sorbett Selection mango 550ml/340g,SH-4-1-8,5.69,,"
"
9641,200612,Juust Eesti E-Piim 26% 450g,SH-11-3-19,5.69,,"
"
9640,262567,Juust Eesti viilutatud E-Piim 500g,SH-11-3-17,5.69,,"
"
9639,1005340,Karri Santa Maria 70g,SH-13-12-76,5.69,,"
"
9635,1005129,"Paprika suitsutatud, tuline La Chinata 70g",SH-13-12-75,5.69,,"
"
9634,993889,Broileri-juustupallid koorekast. Tallegg 500g,SH-8-9-20,5.69,,"
"
9633,995356,Jõulukeeks Reval 330g,SH-9-5-5,5.69,,"
"
9632,994340,Valgešokolaadi-leedrikook Pagarini 300g,SH-6-1-2,5.69,,"
"
9644,160848,Suhkruasendaja pulber steviaga Canderel 40 g,SH-13-13-85,5.69,,"
"
9691,297037,Mahe kanepiseemned Tammejuure 500g,SH-19-4,5.7,,"
"
9692,982967,Mahe Mesi Muhe 450g,SH-19-5,5.7,,"
"
9696,980435,Maamehesink Oskar vp kg,SH-8-11-20,5.75,,"
"
9693,803645,Kassiliiv Purrrfect Bentonite paakuv 8l,SH-7-3-7,5.75,,"
"
9738,168805,Mandlimaiustused Ferrero Raffaello 230g,SH-9-6-7,5.79,,"
"
9729,198902,Tee Piparmünt Põhjala Teetalu öko 16x1g,SH-13-17-98,5.79,,"
"
9732,812719,Mango ja vaarikad Rimi külmutatud 400g,SH-4-3-15,5.79,,"
"
9735,173338,Apelsinimahl Pfanner Brazil Orange 2L,SH-3-8-1,5.79,,"
"
9737,801149,Kohv lahustuv FD Rimi 200g,SH-13-9-47,5.79,,"
"
9740,7120722,Niisked salvrätid Huggies Pure 3x56tk,SH-5-1-2,5.79,,"
"
9728,929466,Koorejäätis Oreo 480ml/305g,SH-4-1-8,5.79,,"
"
9743,985593,Hapukapsas punane mahe 800g,SH-12-9,5.79,,"
"
9745,988318,Külmsuitsu vikerforell dzinni ja kadakam. 90g,SH-8-17-22,5.79,,"
"
9746,813281,Veise tagaosasteik Rimi 200g,SH-8-21,5.79,,"
"
9748,485327,Vannitermomeeter NUK,SH-5-3,5.79,,"
"
9750,196534,Marmelaadikommid Julia Karl Fazer 320g,SH-9-3-1,5.79,,"
"
9751,104828,Kommid Fazer Liqueur Fills 350g,SH-9-6-7,5.79,,"
"
9741,165639,Mesi kreemjas Meveda 500g,SH-13-10-53,5.79,,"
"
9727,7104802,Õhuvärskndaja Ambi Pur Car Ocean 2ml,SH-15-2-11,5.79,,"
"
9752,7233669,"Ar.puuv.vein Karksi Paradiisi Õun-Rab. 0,75l",SH-1-11-4,5.79,,"
"
9725,191187,Jahimehesegu Santa Maria 220g,SH-13-12-73,5.79,,"
"
9703,804135,Juust Rimi Tilsit 45% 500g,SH-11-3-19,5.79,,"
"
9704,7104803,Õhuvärskndaja Ambi Pur Car Flowers. 2ml,SH-15-2-11,5.79,,"
"
9705,810822,Tuunifilee Selection oliiviõlis 200g,SH-8-5-8,5.79,,"
"
9706,7172821,Õhuvärskendaja autosse Ambi Pur Van. 2ml,SH-15-2-11,5.79,,"
"
9707,1010832,Võiküpsised Christmas Red mix Cornellis 454g,SH-9-3-1,5.79,,"
"
9710,114044,Kommid sarapuupähkli täidisega Giotto 155g,SH-9-6-7,5.79,,"
"
9726,905246,Eesti broileririnnafilee Minutipihv 400g,SH-8-9-25,5.79,,"
"
9712,7171695,"Närimisk. PrimaDog kanalih,11tk,100g",SH-7-2-5,5.79,,"
"
9714,1006214,Iirised šokolaadis Fudge Dumle 320g,SH-9-3-1,5.79,,"
"
9715,1006223,Piimašok.kompvekid trühvlitäi.Karl Fazer 270g,SH-9-3-1,5.79,,"
"
9717,7271149,Kassiliiv betoonist Hilton compact 5l,SH-7-3-7,5.79,,"
"
9718,184893,Mesi Salla-Pringi mesilast 500g,SH-13-10-53,5.79,,"
"
9719,685873,"Vahuvein Cinzano Sweet Edition Dolce 0,75l",SH-1-10-25,5.79,,"
"
9711,7171679,"Närimisk.pardilih. PrimaDog 11tk,100g",SH-7-2-5,5.79,,"
"
9754,1004059,Pastakaste carborana Tartu Mill 280g,SH-13-16-20,5.85,,"
"
9755,268818,Melon roheline kg,SH-12-5-22,5.86,,"
"
9760,972743,Mahe astelpajumarjad Sepamäe 500g,SH-19-3,5.88,,"
"
9759,946745,Metsamesi Lahemaa Mesi 500g,SH-19-5,5.88,,"
"
9757,946220,Õunasiidriäädikas meega 375ml,SH-19-5,5.88,,"
"
9756,945668,Õunasiidriäädikas 375ml,SH-19-5,5.88,,"
"
9758,969819,Mahe mesi Tõlluste 250g,SH-19-5,5.88,,"
"
9763,1004057,Pastakaste itaalia juustuga Tartu Mill 340g,SH-13-16-20,5.89,,"
"
9764,975900,Mahe rohumaaveise hakkliha 500g,SH-8-2-1,5.89,,"
"
9766,994927,Fileerullid tilli ja võiga Nõo Special 460g,SH-8-14-20,5.89,,"
"
9781,805739,Juust Hollandi viil. Rimi 45% 500g,SH-11-3-17,5.89,,"
"
9787,804634,Murakamoos ICA 390g,SH-13-10-54,5.89,7.99,"loyalty
"
9796,212564,Muskaatkõrvits kg,SH-12-2-10,5.92,,"
"
9797,947534,Murakamoos Treppoja 150g,SH-19-5,5.95,,"
"
9799,971583,Mesi kristalliseeruv Kermes mesi 500g,SH-19-5,5.96,,"
"
9798,971588,Kreemjas mesi Kermes mesi 500g,SH-19-5,5.96,,"
"
9800,807203,Müsli kuivat. puuviljad. Rimi Basic 1kg,SH-13-3-16,5.98,,"
"
9981,1008587,Apelsini-pokekaste Nojo 200ml,SH-13-11-72,5.99,,"
"
9980,1008600,Seesamikaste Nojo 200ml,SH-13-11-72,5.99,,"
"
9979,1008601,Tahiini-nuudlikaste Nojo 200ml,SH-13-11-72,5.99,,"
"
9978,7245665,Liivamänguasjadekomplekt Technok SS22,SH-5-5-7,5.99,,"
"
9977,7245650,Mängutraktor Technok SS22,SH-5-5-7,5.99,,"
"
9976,7199421,Täispuh. ujumisrõngas Bestway 91cm SS23,SH-5-5-7,5.99,,"
"
9975,776648,"Vein Baron d'Arignac Medium Sweet Blanc 0,75l",SH-1-11-6,5.99,,"
"
9970,776649,"Vein Baron d'Arignac Medium Sweet Rouge 0,75l",SH-1-11-3,5.99,,"
"
9968,995422,Kardemoni- moonikeeks Lõuna Pagarid 390g,SH-9-5-5,5.99,,"
"
9950,995630,Juust Saare Leet viilutatud MO Saaremaa 450g,SH-11-3-17,5.99,,"
"
9930,812603,Puuviljade ja pähklite segu Trail Rimi 500g,SH-9-4-13,5.99,,"
"
9928,812705,Juust Rimi Parmigiano Reggiano 200g,SH-11-3-19,5.99,,"
"
9889,986023,Fitcake kohupiima-mustsõstra ELT 480g,SH-6-1-2,5.99,,"
"
9924,7019839,Klaasipesuvedelik 4L -21C,SH-15-2-10,5.99,,"
"
9921,7178054,USB autolaadija 2.1A HAVIT 8801,SH-15-2-12,5.99,,"
"
9920,969612,Broilerifileerullid juustuga Fitlap Nõo 400g,SH-8-9-20,5.99,,"
"
9914,219764,Vähisabad tillimarinaadis 185g,SH-8-3-4,5.99,,"
"
9911,7220708,"Kgt.vein Cielo Primasole Primitivo 0,75l",SH-1-11-3,5.99,,"
"
9910,205326,Punase veini marinaadis grill-liha 500g,SH-8-14-20,5.99,,"
"
9907,104978,"Gt.vein Old Tbilisi Alazani Red 0,75l",SH-1-11-3,5.99,,"
"
9899,109199,"Arom.puuviljavein Wõlu Kirsi Hõõgvein 0,75l",SH-1-11-1,5.99,,"
"
9898,970804,Kohvi-koorejäätis Vana Tal. 700ml/380g,SH-4-1-8,5.99,,"
"
9897,970811,Pistaatsiajäätis Classic 700ml/380g,SH-4-1-8,5.99,,"
"
9891,813370,"Merilesta filee Rimi, külmunud MSC 380g",SH-4-2-10,5.99,7.99,"regular
"
9890,7240252,Pehme mänguasi südamega Karu 17cm SS23,SH-5-5-14,5.99,,"
"
9982,1008599,Valge misokaste Nojo 200ml,SH-13-11-72,5.99,,"
"
9983,7241925,Täispuh. ujumisrõngas Bestway 91cm SS23,SH-5-5-7,5.99,,"
"
10041,905117,Juustufondüü komplekt Heidi 400g,SH-11-3-11,5.99,,"
"
9986,7270683,Koerasööt lamba.riisiga C4P Premium 900g,SH-7-2-6,5.99,,"
"
9888,985603,Hapukapsas köömnetega mahe 800g,SH-12-9,5.99,,"
"
10060,7228849,Liivamänguasjadekomplekt Technok SS22,SH-5-5-7,5.99,,"
"
10056,7245972,"Kuivtoit terav.linnulih. PrimaCat,400g",SH-7-1-1,5.99,,"
"
10053,7250440,"Kpn.vahuvein La Delizia Prosecco 0,75l",SH-1-10-10,5.99,,"
"
10052,7250681,"Gt. vein Take Root Chardonnay 0,75l",SH-1-11-6,5.99,,"
"
10051,7250680,"Gt.vein Take Root Shiraz 0,75l",SH-1-11-3,5.99,,"
"
10050,172421,Tudengi eine Premium 300g,SH-9-4-13,5.99,,"
"
10049,163748,Mesi kreemjas Jõumees 450g,SH-13-10-53,5.99,,"
"
10048,163747,Metsaõiemesi Jõumees 450g,SH-13-10-53,5.99,,"
"
10047,142835,Mesi Saaremaine 500g,SH-13-10-53,5.99,,"
"
10044,269722,Kooritud krevetid marinaadis Marwi MSC 300g,SH-8-3-4,5.99,,"
"
10043,1369689,"Konts.mahlajook metsmustikas Küllus 0,33l",SH-3-8-4,5.99,,"
"
9984,7228892,Veepüstol 24cmx17cmx4cm SS22,SH-5-5-7,5.99,,"
"
10042,1005064,Eksklusiivne segu Germund 300g,SH-9-4-13,5.99,,"
"
10036,930507,Soojendav kuldse piima vürtsisegu Nonna 160g,SH-19-7,5.99,,"
"
10035,297038,Mahe kanepijahu Tammejuure 500g,SH-19-4,5.99,,"
"
10034,1005973,Trühvlikommid Pergale Holiday Collection 200g,SH-9-3-1,5.99,,"
"
10028,7250677,"Vein Don Simon Nature Cabernet Sauv. 0,75l",SH-1-11-3,5.99,,"
"
10016,813239,Jäätis Rimi mini hearts mix 12 tk. 375g,SH-4-1-6,5.99,,"
"
10015,7250668,"Vein Don Simon Nature Merlot 0,75l",SH-1-11-3,5.99,,"
"
10014,813247,Jäätis Rimi mini stick mix 12x40g/55ml,SH-4-1-6,5.99,,"
"
10010,1368646,"Siider Ecusson Cidre Bio Brut 5,5% 0,75l",SH-1-8,5.99,,"
"
10008,7221057,"Kpn.vein Elegido Tempranillo-Syrah 0,75l",SH-1-11-3,5.99,,"
"
10005,7250666,"Vein Don Simon Nature Sauvignon Blanc 0,75l",SH-1-11-6,5.99,,"
"
9997,7271043,Köögiviljapüree vasikal.-riis Plasmon 2x190g,SH-5-6-17,5.99,,"
"
9989,994310,Kuiv.vorst Reblochon 145g,SH-8-23,5.99,,"
"
10037,930541,Mündine must sõstar püramiidkotid 10tk Põhjal,SH-19-7,5.99,,"
"
