,id,nimi,kategooria,hind,vana_hind,soodus
1534,129073,Juurviljapuljong Maggi 120g,SH-13-8-43,1.29,,"
"
1535,804864,Niisked salvrätikud Loving Touch 72tk,SH-5-1-2,1.29,,"
"
1501,100574,Basiilik Santa Maria 9g,SH-13-12-76,1.29,1.65,"loyalty
"
1529,1356485,"Õlu Karl Friedrich 5%vol 0,568l prk",SH-1-6,1.29,,"
"
1520,811487,Tuunikala õlis purustatud 185g,SH-8-5-8,1.29,,"
"
1532,265835,Rasvasegu võie Võideks Spread 66% 200g,SH-11-9-41,1.29,,"
"
1518,274017,Must seemneleib Fazer 280g,SH-6-3-15,1.29,,"
"
1504,100518,Broilerimaitseaine Santa Maria 43g,SH-13-12-73,1.29,1.65,"loyalty
"
1505,100480,Cayenne pipar Santa Maria 30 g,SH-13-12-75,1.29,1.65,"loyalty
"
1506,160103,Küüslaugusool Santa Maria 77g,SH-13-12-76,1.29,1.65,"loyalty
"
1519,938850,"Täispiim Alma 3,8-4,2% 1l",SH-11-8-37,1.29,,"
"
1507,1372007,"Muu al.jook Hoggys Longero Red Berry 5% 0,5l",SH-1-3,1.29,,"
"
1511,274220,Juustuvorst Rakvere 300g,SH-8-4,1.29,1.89,"loyalty
"
1510,1011433,Tume šok. sarapuupähkli Dianella suh.vaba 85g,SH-13-1-1,1.29,,"
"
1513,987960,Koorejäätis fitlap Balbiino 90ml/52g,SH-4-1-9,1.29,,"
"
1514,932860,Öko rukkihelbed Jahu-Jaan 500g,SH-19-4,1.29,,"
"
1515,811231,Hapukoor Rimi 20% 500g,SH-11-5-22,1.29,1.36,"regular
"
1516,811378,Kuumsuitsutatud peekon Rimi Basic 200g,SH-8-11-20,1.29,,"
"
1503,100561,Pune Santa Maria 5g,SH-13-12-76,1.29,1.65,"loyalty
"
1517,271355,Vorst Laste viilutatud Rakvere 190g,SH-8-4,1.29,,"
"
1512,978280,Brokoli RIMI 350g,SH-12-2-8,1.29,,"
"
1624,911088,"Täispiim Farmi 3,8-4,2% 1l",SH-11-8-37,1.3,,"
"
1621,812412,Apelsininektar 50% Rimi Basic 2l,SH-3-8-3,1.3,,"
"
1622,812411,Õunanektar 50% Rimi Basic 2l,SH-3-8-3,1.3,,"
"
1623,222054,Röstsai Kuldne klassik Leibur 500g,SH-6-7-21,1.3,,"
"
1625,120331,Šokolaadimuna Kinder Joy 20g,SH-9-6-11,1.3,,"
"
1626,812231,Sarapuupähklikreem Rimi Basic Duo 400g,SH-13-10-62,1.31,,"
"
1627,219161,"Õun Gala Must võrgus 1kl, kg",SH-12-5-27,1.34,,"
"
1693,1368105,"Vitam.jook Vitamineral Immunity 0,75l",SH-3-13,1.35,,"
"
1692,811809,Heeringafileetükid ananassiga Rimi 240g,SH-8-16-20,1.35,,"
"
1691,1003526,Makaronid cornetti Veski Mati 400g,SH-13-14-20,1.35,,"
"
1690,167498,Makaronid penne Veski Mati  400g,SH-13-14-20,1.35,,"
"
1689,167496,Makaronid spaghetti Veski Mati  400g,SH-13-14-20,1.35,,"
"
1688,953777,Veisemaksapasteet rõõsa koorega 170g,SH-8-18,1.35,,"
"
1686,295324,"Kirsstomatid Rimi 1kl, 250g",SH-12-2-14,1.35,,"
"
1685,169455,Piimašokolaad Only 5x15g,SH-9-3-1,1.35,,"
"
1684,109652,Küpsised peekonimaitselised Tuc 100g,SH-9-5-6,1.35,,"
"
1683,105053,Vanillisuhkur Santa Maria 20g,SH-13-13-81,1.35,,"
"
1682,100854,Küpsised soolatud Tuc Original 100g,SH-9-5-6,1.35,,"
"
1681,811426,Pruun riis Rimi GreatLife 4x125g,SH-13-15-90,1.35,,"
"
1680,1363296,"Vitam.jook Vitamineral Detox 0,75l",SH-3-13,1.35,,"
"
1679,1357113,"Vesi Vitamineral Mental 0,75l",SH-3-13,1.35,,"
"
1678,1350947,"Mineraalvesi gaasita Vittel 1,5l",SH-3-12-8,1.35,,"
"
1677,171354,Kuivmarinaadisegu ribidele Santa Maria 30g,SH-13-12-74,1.35,,"
"
1676,171325,Kuivmarinaadisegu kanale Santa Maria 30g,SH-13-12-74,1.35,,"
"
1694,1356220,Mineraalvesi gaasiga Perrier 1l pet,SH-3-12-8,1.35,,"
"
1695,1368649,"Muu alk.jook Garage Hard Lemon 4% 0,275l pdl",SH-1-3,1.35,,"
"
1723,154890,Küpsised juustumaitselised Tuc 100g,SH-9-5-6,1.35,,"
"
1698,1370591,Karb.jook virsiku-roh.tee Aura Infusion 1l,SH-3-12-9,1.35,,"
"
1675,161029,Ürdisegu küüslauguga Santa Maria 28g,SH-13-12-73,1.35,,"
"
1721,812609,Tomatikaste Rimi Basic 480g,SH-13-16-20,1.35,,"
"
1719,137619,Kreekerid kliidega Arcor 200g,SH-9-5-6,1.35,,"
"
1717,154891,Küpsised hapukoore&sibula Tuc 100g,SH-9-5-6,1.35,,"
"
1716,192847,Küüslauk tükeldatud Santa Maria 25g,SH-13-12-76,1.35,,"
"
1715,156574,Kuivmarinaadisegu universaal. Santa Maria 22g,SH-13-12-74,1.35,,"
"
1712,1367417,"Kar.jook Fentimans Connois. Tonic Water 0,2l",SH-3-11,1.35,,"
"
1711,1001130,Seakamarakrõpsud Ossi sinepi maitselised 40g,SH-9-8-18,1.35,,"
"
1696,160565,Küpsised juustumaitselised Tuc Mini 100g,SH-9-5-6,1.35,,"
"
1710,192848,Vürtsköömen Santa Maria 20g,SH-13-12-76,1.35,,"
"
1706,7271067,Koerasööt kala PrimaDog 85g,SH-7-2-4,1.35,,"
"
1705,1368790,"Karb.min.vesi Perrier&Juice Sidrun&Gua. 0,25l",SH-3-12-9,1.35,,"
"
1704,1368781,"Karb.min.vesi Perrier&Juice Virs.&Kirss 0,25",SH-3-12-9,1.35,,"
"
1703,1361313,"Kar.jook S.Pellegrino Nat. Pompelmo 0,33l prk",SH-3-7,1.35,,"
"
1702,1359586,"Kar.jook S.Pellegrino Na. Aranciata 0,33l prk",SH-3-7,1.35,,"
"
1701,1359585,"Kar.jook S.Pellegrino Na. Aranc. Rossa 0,33l",SH-3-7,1.35,,"
"
1700,1366302,"Kar.jook S.Pellegrino N.Melogr.&Arancia 0,33l",SH-3-7,1.35,,"
"
1699,1370592,Karb.jook greibi-ženšenni Aura Infusion 1l,SH-3-12-9,1.35,,"
"
1707,7271081,Koerasööt hirv PrimaDog 85g,SH-7-2-4,1.35,,"
"
1674,157993,Paprika jahvatatud Santa Maria organic 17g,SH-13-12-75,1.35,,"
"
1673,157972,Rosmariin Santa Maria organic 10g,SH-13-12-76,1.35,,"
"
1632,1011208,Vürtsisegu Kotanyi Shortbread cookies 20g,SH-13-13-81,1.35,,"
"
1647,290680,Must taskuleib seemnetega Fazer 270g,SH-6-2-12,1.35,,"
"
1646,810232,Hapukoor Rimi 10% 500g,SH-11-5-22,1.35,,"
"
1645,1361331,"Toonik Fever Tree Indian 0,2l",SH-3-11,1.35,,"
"
1644,812154,Kartulikrõpsud Rimi magusa tšilli 100g,SH-9-8-15,1.35,,"
"
1643,1364235,"Kar.jook Fentimans Pr.Indian Tonic Water 0,2l",SH-3-11,1.35,,"
"
1672,809126,Nisujahu Rimi basic 812 tüüp 2kg,SH-13-4-21,1.35,,"
"
1641,993895,"Kuivatatud vorsti ja leiva snäkk Argal 33,5g",SH-8-15,1.35,,"
"
1640,1372003,"Muu alk.jook Garage Hard Pear 4,6% 0,275l",SH-1-3,1.35,,"
"
1648,291698,Searasv Lemmik 200g,SH-11-9-39,1.35,,"
"
1639,1371277,"Õlu Zubr Gold 4,6%vol 0,5l purk",SH-1-6,1.35,,"
"
1637,813470,Karamelli jäätis Rimi 200ml/110g,SH-4-1-4,1.35,,"
"
1636,813471,Šokolaadijäätis Rimi 200ml/110g,SH-4-1-4,1.35,,"
"
1635,1371733,"Jäätee roheline meega Arizona 0,45l pet",SH-3-5,1.35,,"
"
1634,1371942,"Muu alk.jook Garage Hard Lingonb. 4,6% 0,275l",SH-1-3,1.35,,"
"
1633,1011419,Proteiinibatoon maapähkli Emco glut.vaba 40g,SH-13-3-16,1.35,,"
"
1631,813462,Vanillimaitseline jäätis Rimi 200ml/120g,SH-4-1-4,1.35,,"
"
1630,193686,Kummikommid Fazer Tutti Frutti Choco 170g,SH-9-3-2,1.35,1.85,"loyalty
"
1629,191186,Ürdiaia segu Santa Maria 29g,SH-13-12-76,1.35,1.69,"loyalty
"
1638,191168,Pitsamaitseaine Santa Maria 9g,SH-13-12-76,1.35,1.69,"loyalty
"
1649,946663,Röst kaerajuuretisega Leibur 280g,SH-6-7-21,1.35,,"
"
1642,801516,Kevadine köögivilja segu 400g,SH-4-3-14,1.35,,"
"
1651,801106,Hernes roheline Rimi 400g/280g,SH-13-10-49,1.35,,"
"
1671,100840,Küpsised paprikamaitselised Tuc 100g,SH-9-5-6,1.35,,"
"
1670,808928,Teraviljapallid šok.maits. Choco blast 250g,SH-13-3-15,1.35,,"
"
1650,1350653,"Muu alk.jook Hartwall Orig. LD 5,5%vol 0,33l",SH-1-3,1.35,,"
"
1668,803614,Pikateraline riis aurutatud Rimi 4x125g,SH-13-15-91,1.35,,"
"
1667,190801,Neljaviljakrõbuskid BalSnack 200g,SH-13-3-15,1.35,,"
"
1666,184031,Pähkli-seemnebatoon tum.šokol. Kalev 40g,SH-13-3-17,1.35,,"
"
1665,196540,Äädikhape 30% Ekton 500ml,SH-13-19-104,1.35,,"
"
1664,147420,Suhkrukaunistused Dr.Oetker 80g,SH-13-13-82,1.35,,"
"
1663,139306,Nektar magusa apelsini Aura 1l,SH-3-8-3,1.35,,"
"
1669,803637,Riis pikateraline Rimi 4x125g,SH-13-15-91,1.35,,"
"
1661,181629,Marinaadisegu kurgile Santa Maria 100g,SH-13-12-74,1.35,,"
"
1660,185371,Seakamarakrõpsud meresoolaga Ossi 40g,SH-9-8-18,1.35,,"
"
1659,197277,Kookoskreem Kara 200ml,SH-13-11-67,1.35,,"
"
1658,164519,Küpsised hapukoore&sibula Tuc Mini 100g,SH-9-5-6,1.35,,"
"
1657,110573,Kamatahvel Kalev 100g,SH-9-9-21,1.35,,"
"
1654,914311,Väike viiner Maks&Moorits 260g,SH-8-22,1.35,,"
"
1653,1355536,"Õlu Saku Pilsner 4,2%vol 0,5l pudel",SH-1-6,1.35,,"
"
1652,802998,Jogurt metsamarja Rimi 390g,SH-11-2-5,1.35,,"
"
1662,140660,Popkorn karamelliga Magic Corn 150g,SH-9-8-19,1.35,,"
"
1724,804431,Rosin Awake seemneta 400g,SH-9-4-11,1.38,,"
"
1821,160877,Ananassinektar Aura 1l,SH-3-8-3,1.39,,"
"
1822,142458,Granaatõunajook Aura 1l,SH-3-8-2,1.39,,"
"
1823,103334,Nisujahu T-405 Kalew 1kg,SH-13-4-21,1.39,,"
"
1824,103116,Tarretisepulber vaarikamaitseline Mikaado 80g,SH-13-13-79,1.39,,"
"
1825,103114,Tarretisepulber metsmaasika Mikaado 80g,SH-13-13-79,1.39,,"
"
1826,103113,Tarretisepulber kirsimaitseline Mikaado 80g,SH-13-13-79,1.39,,"
"
1831,904061,Hapukoor laktoosivaba 20% 300g,SH-11-5-22,1.39,,"
"
1828,181842,Makaronid Maccheroni Lisci Tartu Mill 500g,SH-13-14-20,1.39,,"
"
1829,181857,Makaronid durum Ditali Lisci Tartu Mill 500g,SH-13-14-20,1.39,,"
"
1830,181865,Täisterapasta Spaghetti nr.7 Tartu Mill 500g,SH-13-14-87,1.39,,"
"
1832,201841,Keefir Hellus pure 1kg,SH-11-1,1.39,,"
"
1833,134882,Maksapasteet Delikatess  Nõo 200g,SH-8-18,1.39,,"
"
1834,1350925,"Energiajook Red Bull 0,25l",SH-3-4,1.39,,"
"
1827,176297,Makaronid durum Linguine Tartu Mill 500g,SH-13-14-20,1.39,,"
"
1820,171717,Mahlaj. valge viinam. Aura Fresh Plus 2l,SH-3-8-2,1.39,,"
"
1855,269161,"Õun Jonagold 1kl, kg",SH-12-5-27,1.39,,"
"
1818,100233,Riis Doris 4x125g,SH-13-15-91,1.39,,"
"
1835,1360598,Karastusjook Fanta apelsini 1l,SH-3-7,1.39,,"
"
1803,288521,Jogurt maitsestamata Natural Tere 380g,SH-11-2-8,1.39,,"
"
1804,286275,Joogijogurt banaani-maasika Alma 1kg,SH-11-2-6,1.39,,"
"
1806,1355852,"Õlu Saku Kuld 5,2%vol 0,33l pdl",SH-1-6,1.39,,"
"
1807,932895,Jogurt vaarikamoosi-müsli Tere 150g,SH-11-2-5,1.39,,"
"
1808,269202,Pereviiner Rakvere 500g,SH-8-22,1.39,1.45,"regular
"
1809,905571,Kreemjas maksapasteet 300g,SH-8-18,1.39,,"
"
1810,176286,Makaronid Spaghetti nr.7 Tartu Mill 500g,SH-13-14-20,1.39,,"
"
1811,168739,Täisterapasta Fusilli Tartu Mill 500g,SH-13-14-87,1.39,,"
"
1812,164577,Pruun riis Veski Mati 400g,SH-13-15-90,1.39,,"
"
1813,163431,Durumnisupasta Filini Tartu Mill 500g,SH-13-14-20,1.39,,"
"
1814,163428,Durumnisupasta Cornetti Tartu Mill 500g,SH-13-14-20,1.39,,"
"
1815,155212,Pitsajahu Tartu Mill 400g,SH-13-4-18,1.39,,"
"
1816,152756,Neljaviljahelbed Helen 500g,SH-13-2-11,1.39,,"
"
1817,100341,Jahu T-550 punane Kalew 1kg,SH-13-4-21,1.39,,"
"
1819,101178,Multinektar Aura 1l,SH-3-8-3,1.39,,"
"
1836,1360568,Karastusjook Coca-Cola 1l,SH-3-7,1.39,,"
"
1863,7070169,Püree maasika jog. Semper 6k 90g,SH-5-6-23,1.39,,"
"
1839,812314,Kummikomm Burgerid Rimi 100g,SH-9-3-2,1.39,,"
"
1877,812319,Kummikommid Hapud ussikesed Rimi 100g,SH-9-3-2,1.39,,"
"
1876,178166,Tarretisepulber maasika-banaani Mikaado 85g,SH-13-13-79,1.39,,"
"
1875,1368156,"Jook Vichy Fresh Cherry 1,5l pet",SH-3-12-9,1.39,,"
"
1874,1003332,"Supersmuuti astelpaju-porgandi-mango 0,33l",SH-12-8-35,1.39,,"
"
1873,1002025,"Supersmuuti kook.-an.-banaani Aura 0,33l",SH-12-8-35,1.39,,"
"
1872,1002994,Püree Põnn õuna bio 4kuud 130g,SH-5-6-23,1.39,,"
"
1871,111336,Püree Hipp kartuli-porgandi bio 4k 125g,SH-5-6-17,1.39,,"
"
1870,1002026,"Supersmuuti mango-ban.-peedi Aura 0,33l",SH-12-8-35,1.39,,"
"
1869,196731,Alkoholivaba glögi ahjuõuna-apelsini Aura 1l,SH-3-8-2,1.39,,"
"
1868,173914,Alkoholivaba glögi õuna-mustsõstra Aura 1l,SH-3-8-2,1.39,,"
"
1867,904820,Kultuurmustikad Rimi 125g,SH-12-4-19,1.39,1.89,"regular
"
1866,812522,Merekapsas Rimi surimiga 250g,SH-8-10-30,1.39,,"
"
1802,804147,Linna pelmeenid Rimi basic 1 kg,SH-4-7-25,1.39,,"
"
1859,1000413,Suhkrukaunistused pärlid Deco Republic 20g,SH-13-13-82,1.39,,"
"
1858,193558,Segujahu ülepannikoogid City Taste 375g,SH-13-4-18,1.39,,"
"
1857,812317,Kummikommid Ussikesed Rimi 100g,SH-9-3-2,1.39,,"
"
1856,812313,Hapu kummikomm Koola Rimi 100g,SH-9-3-2,1.39,,"
"
1840,1366369,"Spordijook Arctic Sport Zero pun.greip 0,75l",SH-3-10,1.39,,"
"
1841,811905,Tomati Passata Rimi 500g,SH-13-16-20,1.39,,"
"
1842,1350361,"Mineraalvesi karb. Värska Originaal 1,5l",SH-3-12-8,1.39,,"
"
1843,165959,Jahvatatud koriander Kotanyi 30g,SH-13-12-76,1.39,,"
"
1844,122325,"Must pipar, purustatud Santa Maria 18g",SH-13-12-75,1.39,,"
"
1845,121876,Närimiskommid õunamaitselised Drako 110g,SH-9-3-2,1.39,,"
"
1837,276507,Baguette  küüslauguvõiga 350g,SH-4-6-21,1.39,,"
"
1846,119920,Närimiskommid maasikamaitselised Drako 110g,SH-9-3-2,1.39,,"
"
1848,181873,Täisterapasta durum Penne Tartu Mill 500g,SH-13-14-87,1.39,,"
"
1849,1366367,"Spordijook Arctic Sport greibi s.kork 0,75l",SH-3-10,1.39,,"
"
1850,812325,Kummikomm Tropical mix 100g,SH-9-3-2,1.39,,"
"
1852,812312,Kummikommid Karukesed Rimi 100g,SH-9-3-2,1.39,,"
"
1853,198520,Mandariini nektar Aura 1l,SH-3-8-3,1.39,,"
"
1854,1367110,Kar.jook Sprite sidruni-laimimaits. karb. 1l,SH-3-7,1.39,,"
"
1847,808924,Teraviljahelbed kakaoga Choco shells 250g,SH-13-3-15,1.39,,"
"
1801,158734,Kaeraküpsised krõbedad Marmiton 150g,SH-9-5-5,1.39,,"
"
1838,168406,Kontsentraat kaljavirde Maadlex 200g,SH-3-6,1.39,,"
"
1799,811472,Maisisnäkk I Love Eco õun-kaneel 8k 20g,SH-5-6-24,1.39,,"
"
1757,206708,Peekon viilutatud Oskar 120g,SH-8-11-20,1.39,1.99,"loyalty
"
1756,1005354,Kookosküpsised lisatud suhkruta Detki 180g,SH-13-1-1,1.39,,"
"
1755,1368094,"Karastusjook Sprite Zero 1,5l",SH-3-7,1.39,1.89,"loyalty
"
1754,1367096,"Kar.jook Sprite sidrun-laimimaits. karb. 1,5l",SH-3-7,1.39,1.89,"loyalty
"
1753,171305,Küpsised šokolaadis Milka Choco Stix 112g,SH-9-5-5,1.39,1.89,"loyalty
"
1752,158077,Küpsised Milka Choco Minis 150g,SH-9-5-5,1.39,1.89,"loyalty
"
1751,160376,Biskviitküpsised vaarika Milka 147g,SH-9-5-5,1.39,1.89,"loyalty
"
1750,160375,Biskviitküpsised apelsini Milka 147g,SH-9-5-5,1.39,1.89,"loyalty
"
1749,162849,Küpsised šokolaadinööpidega Milka Choco 135g,SH-9-5-5,1.39,1.89,"loyalty
"
1748,1360544,"Karastusjook Fanta apelsini 1,5l",SH-3-7,1.39,1.89,"loyalty
"
1747,190766,Tume šokolaad 87% Kalev Bitter 100g,SH-9-9-22,1.39,1.89,"loyalty
"
1746,171334,Tume šokolaad 70% Kalev Bitter 100g,SH-9-9-22,1.39,1.89,"loyalty
"
1745,136680,Tume šokolaad 56% Kalev Bitter 100g,SH-9-9-22,1.39,1.89,"loyalty
"
1744,7270589,Maisikrõbuskid mango-banaani Põnn öko 7k 20g,SH-5-6-24,1.39,,"
"
1743,1368152,"Karastusjook Fanta Orange Zero 1,5l",SH-3-7,1.39,1.89,"loyalty
"
1741,171020,Tatraeine funktsionaalne Graci 75g,SH-13-2-12,1.39,,"
"
1740,1370103,"Spordijook Arctic Sport Power 0,75l",SH-3-10,1.39,,"
"
1800,7071298,Püree Hipp juurvilja 4kuud 125g,SH-5-6-17,1.39,,"
"
1725,7264945,Täissööt kassid. Latvijas lõhe/kana 150g,SH-7-1-1,1.39,,"
"
1726,1008616,Segujahu Itaalia pitsale City Taste 400g,SH-13-4-20,1.39,,"
"
1727,1005355,Kakaoküpsised lisatud suhkruta Detki 180g,SH-13-1-1,1.39,,"
"
1728,814049,Kummikommid LLama mix Rimi 100g,SH-9-3-2,1.39,,"
"
1729,171044,Kuskussieine funktsionaalne Graci 75g,SH-13-2-12,1.39,,"
"
1759,206708,Peekon viilutatud Oskar 120g,SH-8-11-20,1.39,1.99,"loyalty
"
1730,155972,Öko nisujahu (täistera) Jahu-Jaan 750g,SH-19-4,1.39,,"
"
1732,932849,Öko odrakruup Jahu-Jaan 750g,SH-19-4,1.39,,"
"
1733,936670,Öko odrajahu (täistera) Jahu-Jaan 750g,SH-19-4,1.39,,"
"
1734,932847,Öko rukkijahu (täistera) Jahu-Jaan 750g,SH-19-4,1.39,,"
"
1735,813843,Puuvilja- ja pähklibatoon vanilje ICA 50g,SH-13-1-8,1.39,,"
"
1736,813848,Puuvilja- ja pähklibatoon kakao ICA 50g,SH-13-1-8,1.39,,"
"
1737,813849,Puuvilja-ja pähklibatoon õuna&kaneeli ICA 50g,SH-13-1-8,1.39,,"
"
1731,978554,Kanafileenagitsad M&M 230g,SH-8-12-30,1.39,1.79,"regular
"
1760,171117,Energiageel Isostar õunamaitseline 35g,SH-13-16,1.39,,"
"
1739,1008050,Närimiskommid koolamaitselised Drako 110g,SH-9-3-2,1.39,,"
"
1788,279244,Šokolaadi sõõrik sulatatud 77g,SH-6-6,1.39,,"
"
1780,919819,Hapupiimatoode Rjaženka Farmi 750ml,SH-11-1,1.39,,"
"
1781,917984,Leib kanepiseem.-rukki. Eesti Pagar 500g,SH-6-3-15,1.39,,"
"
1782,915621,"Keefir täispiimast Farmi 3,8-4,2% 1kg",SH-11-1,1.39,,"
"
1783,811615,Merekapsas Rimi lõhega 250g,SH-8-10-30,1.39,,"
"
1784,292575,Juust Mozzarella Formagia 125g,SH-11-3-10,1.39,,"
"
1785,1355092,"Õlu Lapin Kulta 5,2%vol 0,5l",SH-1-6,1.39,,"
"
1779,920347,Margariin soolane Voimix 60% 250g,SH-11-9-40,1.39,,"
"
1786,286883,Rukkiröst Tosta Eesti Pagar 390g,SH-6-7-21,1.39,,"
"
1789,191050,Šokolaadimuna Kinder Surprise 20g,SH-9-3-1,1.39,,"
"
1790,900093,Tooma verivorstikesed lambasooles 300g,SH-8-1-20,1.39,,"
"
1791,155975,Konserv koerale loom.-maks Apollo 300g,SH-7-2-4,1.39,,"
"
1792,184811,Võiküpsised piimašokolaadiga Leibniz 100g,SH-9-5-5,1.39,,"
"
1796,155976,Konserv koerale Apollo metslo.-lind 300g,SH-7-2-4,1.39,,"
"
1761,1010660,Piimašokolaadid Sorini Cars 100g,SH-9-3-1,1.39,,"
"
1787,1355824,"Õlu A.Le Coq Pilsner 4,2%vol 0,5l",SH-1-6,1.39,,"
"
1778,940400,Ciabatta rukkijahuga ELT 200g,SH-6-5,1.39,,"
"
1797,977113,Šokolaadi-koorejäätis Onu Eskimo 165ml/80g,SH-4-1-4,1.39,,"
"
1776,1356955,"Õlu A.Le Coq Extra Ginger 4,5%vol 0,33l",SH-1-6,1.39,,"
"
1763,7270600,Maisikrõbuskid porgand-tomat Põnn öko 7k 20g,SH-5-6-24,1.39,,"
"
1764,986903,Kreeka jogurt viigimarja-müsli Tere lv 150g,SH-11-2-5,1.39,,"
"
1765,977115,Pistaatsia-koorejäätis Onu Eskimo 165ml/80g,SH-4-1-4,1.39,,"
"
1766,973644,Köögiviljasegu Fit Maahärra 400g,SH-4-3-14,1.39,,"
"
1767,977098,Koorejäätis mustika-vaar Onu Eskimo 165ml/84g,SH-4-1-4,1.39,,"
"
1777,104185,Šampinjoniviilud Peffer Prochamp 290/155g,SH-13-10-61,1.39,,"
"
